"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"3730","16919784","CDH22","64405","cadherin 22",-0.113605347726671,3.18687786461497,-0.483187376260374,0.637541349314216,0.760381018395422,-6.81312750358986
"3731","16919864","ZNF334","55713","zinc finger protein 334",-0.842495958481221,5.9548006910644,-4.60370395318318,0.00058587309290708,0.00480678921612043,-0.401792359092734
"3732","16919879","SLC13A3","64849","solute carrier family 13 member 3",-0.166074684723473,3.96468821100852,-0.668890032961865,0.516057206673739,0.663732685674981,-6.70158130177752
"3733","16919912","LOC101927355","101927355","uncharacterized LOC101927355",0.419278704079618,2.91508374737727,1.49842343309218,0.159514187487311,0.288410370205557,-5.83337855764943
"3734","16919962","SULF2","55959","sulfatase 2",0.188245230836366,7.06614259048681,1.2175821281501,0.246471332346131,0.397008902530611,-6.18755793042823
"3735","16919997","LOC105376980","105376980","uncharacterized LOC105376980",0.0505663907554865,3.02567730080671,0.146369564715051,0.886026965960769,0.93487404760544,-6.92561786589377
"3736","16920047","PREX1","57580","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",0.195702542499818,6.07720304468048,1.02443316306287,0.325568763348552,0.484999425590553,-6.3976467080992
"3737","16920096","CSE1L-AS1","102723483","CSE1L antisense RNA 1",0.727682636692835,3.23455140946032,2.40072422058378,0.0332183776301767,0.0898015303231563,-4.41295040863739
"3738","16920237","LINC01271","101927586","long intergenic non-protein coding RNA 1271",0.357271914042187,3.50533247213215,1.35663114556894,0.199537831242028,0.339303236544213,-6.01892662349092
"3739","16920315","NFATC2","4773","nuclear factor of activated T cells 2",-0.516922855884307,6.30264357893936,-2.71656958084445,0.018529223404366,0.0577010364414238,-3.852796688467
"3740","16920338","ATP9A","10079","ATPase phospholipid transporting 9A (putative)",-0.794802641903445,7.55094496346034,-4.83087359449481,0.000395641440167866,0.00374578514576195,-0.00242297788979595
"3741","16920447","LOC105372670","105372670","uncharacterized LOC105372670",0.114236360633622,2.81781748163068,0.436390121143316,0.670197315354675,0.787060206145594,-6.83579902251003
"3742","16920473","SUMO1P1","391257","SUMO1 pseudogene 1",0.583201014864556,1.29264025991837,2.88844680733332,0.0134481295850352,0.0449637666003719,-3.54086055580545
"3743","16920475","BCAS1","8537","breast carcinoma amplified sequence 1",-0.270063821299464,4.58491534069127,-1.23879676434234,0.238788865446196,0.387766716346488,-6.16273160336728
"3744","16920497","CYP24A1","1591","cytochrome P450 family 24 subfamily A member 1",-1.73049109168299,3.8506761585868,-6.20822469123051,4.26250207155878e-05,0.000849917079722933,2.26990507138443
"3745","16920581","LOC105372686","105372686","uncharacterized LOC105372686",0.115080854759955,3.62396812444489,0.432915686935697,0.67265120529763,0.788815706800643,-6.83739322829848
"3746","16920585","BMP7","655","bone morphogenetic protein 7",-0.915629227785707,6.38949732208165,-4.09655578834405,0.00144071549536418,0.00898474736887248,-1.3139709490765
"3747","16920610","MTRNR2L3","100462983","MT-RNR2 like 3",0.860586079804975,3.10862433452537,2.28666533600852,0.0409020519696007,0.105295579796546,-4.6095740929275
"3748","16920614","LOC100291105","100291105","uncharacterized LOC100291105",0.408386851728344,2.60691282617645,1.25916573898011,0.23159294851907,0.379425303084535,-6.13858326447046
"3749","16920651","ZBP1","81030","Z-DNA binding protein 1",1.96255306476605,3.58887800213505,9.74154641385836,4.23920554406754e-07,5.07163135999353e-05,6.92150936205476
"3750","16920671","PMEPA1","56937","prostate transmembrane protein, androgen induced 1",-0.204007185172124,5.05604316777478,-1.2161821915527,0.246985085324768,0.39765647969275,-6.18918445080689
"3751","16920690","LOC105372694","105372694","uncharacterized LOC105372694",-0.592412257459344,2.75688188192248,-1.80001073774869,0.0966870204622578,0.201393034074598,-5.39893373633436
"3752","16920744","GNAS-AS1","149775","GNAS antisense RNA 1",0.480840302533436,4.09180904073,1.80735198836506,0.0954811473004605,0.199830136525773,-5.38775951002045
"3753","16920939","LAMA5","3911","laminin subunit alpha 5",0.426535733960789,4.42463788756434,2.43498257262612,0.0311953096721921,0.0858131846333712,-4.35322884548294
"3754","16921114","LOC105372716","105372716","uncharacterized LOC105372716",0.11824139426066,2.64581386481456,0.272650313403232,0.789694500470653,0.874632185338646,-6.89736301865479
"3755","16921226","KCNQ2","3785","potassium voltage-gated channel subfamily Q member 2",-0.575400563456815,3.59706409036965,-3.71247029123921,0.00290143962752243,0.0145514274002268,-2.01921754973059
"3756","16921258","EEF1A2","1917","eukaryotic translation elongation factor 1 alpha 2",0.861377399989773,4.07120333516133,3.842489986317,0.00228570669558906,0.0123582169736861,-1.77947053314816
"3757","16921289","HELZ2","85441","helicase with zinc finger 2",0.0123378984874396,4.96544775635168,0.0420447481695432,0.967145160870192,0.982070240513251,-6.93614538817009
"3758","16921428","SOX18","54345","SRY-box transcription factor 18",0.017229344313642,5.31835201231161,0.082045575628395,0.935944819541498,0.962587492868693,-6.93348530057267
"3759","16921472","IGHV1OR21-1","390530","immunoglobulin heavy variable 1/OR21-1 (non-functional)",-0.173115428218219,3.27540262096966,-0.314464234616714,0.758495762449311,0.852708374665379,-6.88429599615795
"3760","16921553","LOC105369304","105369304","uncharacterized LOC105369304",-2.05698303811273,3.62404086992589,-6.29894445589512,3.71500715535794e-05,0.000786004729332966,2.41007623253092
"3761","16921627","MIR99AHG","388815","mir-99a-let-7c cluster host gene",-0.590072232124842,5.2405496662797,-3.38825619400426,0.0052881360385825,0.0221630160088362,-2.61942130602521
"3762","16921644","MIRLET7C","406885","microRNA let-7c",-1.7074477006049,3.40529663146504,-3.97029132404176,0.00181068842263804,0.0105068214662031,-1.54474661169897
"3763","16921656","LINC01549","100505929","long intergenic non-protein coding RNA 1549",-1.1879645785702,9.05312556280774,-5.7666327287267,8.45960306268682e-05,0.00128852287389998,1.57063663209885
"3764","16921793","LINC01684","105372751","long intergenic non-protein coding RNA 1684",0.188244580488759,2.3772299968951,0.717161271548144,0.486815543786826,0.637208330638018,-6.66708934931288
"3765","16921892","LOC105372760","105372760","uncharacterized LOC105372760",0.0661416305809981,3.87752472420881,0.319888373567343,0.754479585516749,0.85024409722112,-6.88246665831575
"3766","16921937","LINC00161","118421","long intergenic non-protein coding RNA 161",0.0975966615950252,2.94510429824018,0.359757025394697,0.725196151403752,0.826934692866132,-6.86807863187607
"3767","16922066","KRTAP15-1","254950","keratin associated protein 15-1",0.229553144813319,2.06580133414009,0.533770540249725,0.603116121702575,0.734500107496381,-6.78613076374381
"3768","16922070","KRTAP6-3","337968","keratin associated protein 6-3",0.692062996083894,1.98001013450836,2.16396603679507,0.0510476149971273,0.124820998395057,-4.81683373660761
"3769","16922085","KRTAP20-2","337976","keratin associated protein 20-2",0.333200699492181,2.94645422632944,1.10519898736293,0.290450201356686,0.446867293363788,-6.3133800358706
"3770","16922143","URB1-AS1","84996","URB1 antisense RNA 1 (head to head)",-0.92420876548971,5.791192971296,-3.7684174515366,0.00261794648895349,0.0135852428212255,-1.9159536644547
"3771","16922147","EVA1C","59271","eva-1 homolog C",-0.302990780965858,6.38476359797199,-2.31681194445991,0.0387203197981233,0.100902853176892,-4.55795289349502
"3772","16922212","OLIG1","116448","oligodendrocyte transcription factor 1",0.271302544462499,3.83932610883326,1.03486509454713,0.320864221864817,0.479946937911002,-6.38706171669022
"3773","16922222","IFNAR2","3455","interferon alpha and beta receptor subunit 2",0.729211578671808,6.0830567356429,4.49028121146085,0.00071453132081645,0.00554435859784463,-0.603471920026768
"3774","16922327","ITSN1","6453","intersectin 1",-0.584048880468283,6.19225383503871,-4.57084152871534,0.000620455384392752,0.0050361309569856,-0.4600751278978
"3775","16922418","LINC00310","114036","long intergenic non-protein coding RNA 310",-0.72363661907735,5.8188641958712,-1.93293352268535,0.0768555752567072,0.17010816605071,-5.19272685356036
"3776","16922424","KCNE2","9992","potassium voltage-gated channel subfamily E regulatory subunit 2",-0.726995498645662,4.36961626025917,-2.47948952473918,0.0287439776528277,0.0806121822409607,-4.27522083900252
"3777","16922459","LINC01426","100506385","long intergenic non-protein coding RNA 1426",-0.829903805519202,4.96033908603954,-2.13922108627825,0.0533631180062639,0.129044217743924,-4.858039234767
"3778","16922603","LOC105369301","105369301","uncharacterized LOC105369301",0.117312999247434,3.25630237224277,0.424546650483147,0.678578123338337,0.792236346977689,-6.84118252972987
"3779","16922714","DSCR9","257203","Down syndrome critical region 9",0.473797980159549,2.62234579553366,1.5624620818025,0.143804017767733,0.268434166499767,-5.74542156550307
"3780","16922759","KCNJ15","3772","potassium inwardly rectifying channel subfamily J member 15",0.905903029651391,5.2646989569389,4.09293535370298,0.00145015486566113,0.00901040511430616,-1.32057070997328
"3781","16922809","LOC105372803","105372803","uncharacterized LOC105372803",0.0831714023911116,4.24570211890949,0.453939519034069,0.657863723880294,0.777571996251542,-6.82755820728952
"3782","16923145","ABCG1","9619","ATP binding cassette subfamily G member 1",0.14600791779032,4.84188975630239,0.607015495010584,0.554999960839264,0.693979170716094,-6.7425183413124
"3783","16923448","AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3",0.00599960155939172,4.19317215969976,0.0146979418828113,0.988511438808796,0.993494007539618,-6.9369771958242
"3784","16923552","LOC105379484","105379484","uncharacterized LOC105379484",-0.344964501674742,2.86279131895472,-1.02860961054815,0.32367925097764,0.483059530830771,-6.39341977310938
"3785","16923625","LRRC3","81543","leucine rich repeat containing 3",-0.038656990325737,4.19067387105745,-0.105729819141288,0.917519968319613,0.952402806679768,-6.9311028833711
"3786","16923634","TSPEAR-AS1","54082","TSPEAR antisense RNA 1",0.473420302016296,3.38283093040149,2.55494622975535,0.0250080881937722,0.0731347645844538,-4.14195682823881
"3787","16923643","TSPEAR-AS2","114043","TSPEAR antisense RNA 2",-0.0746156832506699,2.71018245850831,-0.231922515934115,0.820453280676385,0.89380343105763,-6.90832161843346
"3788","16923653","KRTAP10-7","386675","keratin associated protein 10-7",0.137759173593798,2.20384548394336,0.456987036504086,0.65573247563661,0.775889172754702,-6.82609515257619
"3789","16923675","KRTAP10-12","386685","keratin associated protein 10-12",0.197087746261839,4.62870214988507,0.50678645503177,0.621363938429507,0.747466349907337,-6.80085265296154
"3790","16923738","LINC00334","114042","long intergenic non-protein coding RNA 334",0.756160627422449,2.52569606761841,2.36996087681812,0.0351421746551168,0.0934284885780478,-4.46632720252028
"3791","16923760","LOC105372839","105372839","uncharacterized LOC105372839",-1.83265255036067,5.08526223886716,-4.62157898827426,0.0005679120571,0.00471076141978943,-0.370142937937486
"3792","16923838","LOC101928796","101928796","uncharacterized LOC101928796",0.253836845955138,3.67145776146832,0.905611104009674,0.382725957212981,0.543478997232162,-6.51174014821182
"3793","16924113","TPTE","7179","transmembrane phosphatase with tensin homology",0.213523135310316,3.00321402275369,0.611894864234122,0.551870930660884,0.692147567628138,-6.73942523787787
"3794","16924176","CYP4F29P","54055","cytochrome P450 family 4 subfamily F member 29, pseudogene",0.90032451442197,4.78734603832601,2.23341182793212,0.045045053957472,0.113128417954262,-4.70010753808026
"3795","16924305","BTG3","10950","BTG anti-proliferation factor 3",-0.811884215020878,6.68772502039941,-4.47213685274112,0.000737698788402794,0.00565741028868343,-0.63586854129161
"3796","16924410","LINC00320","387486","long intergenic non-protein coding RNA 320",0.0853678511847185,2.59781037101888,0.584417393117801,0.569618060160542,0.705323077880384,-6.75653923853578
"3797","16924498","LINC00158","54072","long intergenic non-protein coding RNA 158",-0.386522926320051,1.72445940885476,-1.3990070849494,0.186784418790473,0.323346875990874,-5.96485421823505
"3798","16924521","LINC00515","282566","long intergenic non-protein coding RNA 515",-1.941472703709,3.84674509416184,-5.5915974873126,0.00011184606156988,0.00155263098128651,1.28569134285947
"3799","16924551","APP","351","amyloid beta precursor protein",-0.461972265743238,10.5405856252528,-3.59635445445952,0.00359442269688828,0.0168576631115644,-2.23392319826516
"3800","16924592","CYYR1","116159","cysteine and tyrosine rich 1",-0.11711997819095,7.22228328016494,-0.564752558489291,0.582505383287979,0.716293295091553,-6.76833094344017
"3801","16924602","ADAMTS1","9510","ADAM metallopeptidase with thrombospondin type 1 motif 1",-0.135198515989387,5.11352681590812,-0.793082489743231,0.442921720540978,0.598690411084559,-6.60840449812236
"3802","16924631","LOC105372762","105372762","uncharacterized LOC105372762",-0.00517934414321997,1.96701332915233,-0.019946466598772,0.984409471135034,0.989976206643516,-6.93687971898271
"3803","16924654","N6AMT1","29104","N-6 adenine-specific DNA methyltransferase 1",-0.0273667412318579,6.11970559884811,-0.158055913870011,0.877005794399061,0.929109342641414,-6.92371430465719
"3804","16924761","GRIK1","2897","glutamate ionotropic receptor kainate type subunit 1",-0.941121732320484,7.55501935735293,-4.45501654103761,0.000760275663888695,0.00578336863397412,-0.666469715933069
"3805","16924785","CLDN17","26285","claudin 17",0.160059996832672,1.88878409113027,0.736151730323709,0.475592988819249,0.628141683346179,-6.65291482036638
"3806","16924835","KRTAP19-4","337971","keratin associated protein 19-4",-0.218229983000751,1.99829967526416,-0.774730549265554,0.453292898733962,0.608209679285884,-6.62308069262711
"3807","16924838","KRTAP19-5","337972","keratin associated protein 19-5",0.502116616190349,2.81034534019112,1.53788040729344,0.149669667675915,0.27609375197856,-5.77947709352599
"3808","16924841","KRTAP19-6","337973","keratin associated protein 19-6",0.308223317179583,1.75891306946828,1.20572759090624,0.250848496777122,0.402286889786367,-6.20128486452216
"3809","16924852","KRTAP6-2","337967","keratin associated protein 6-2",0.489086284438998,2.93745496495179,1.15078343019804,0.271936949183494,0.425987039537028,-6.26351879000123
"3810","16924878","TIAM1","7074","TIAM Rac1 associated GEF 1",-0.568943459326024,8.45542722342261,-4.62692828049503,0.000562649367345662,0.00469826502174423,-0.360678784020642
"3811","16924958","LINC00159","100551499","long intergenic non-protein coding RNA 159",-0.315657797758416,2.46255549092975,-1.14511389345133,0.274188857976972,0.42854220557921,-6.26980870857909
"3812","16924966","MIS18A","54069","MIS18 kinetochore protein A",-0.561651038474734,6.49886227972397,-3.28164764831938,0.00645022207836919,0.025997971314474,-2.81689347484971
"3813","16925155","IL10RB-DT","100288432","IL10RB divergent transcript",0.378732394681433,5.72769561118334,1.58804146308154,0.13791211743425,0.260316044956215,-5.70960531705023
"3814","16925398","RUNX1-IT1","80215","RUNX1 intronic transcript 1",0.0718208032919154,4.26629678667932,0.191504050152076,0.851289564992793,0.91464987953401,-6.91746219555698
"3815","16925602","ERG","2078","ETS transcription factor ERG",-0.592814913639603,6.47492332353107,-2.21282002621649,0.0467514269199027,0.116568544574824,-4.73488090743647
"3816","16925638","LOC400867","400867","uncharacterized LOC400867",-0.261211714901095,1.91732439005814,-0.873773170281024,0.399160561146446,0.557875210778168,-6.54023810287187
"3817","16925893","LOC105372809","105372809","uncharacterized LOC105372809",-0.322915952704999,2.35847501649867,-0.952372278089478,0.359446399343111,0.519586403268381,-6.46827862383849
"3818","16926029","TFF3","7033","trefoil factor 3",-0.292251336460402,3.40010743574903,-1.29536669244055,0.219233329799147,0.363730537084818,-6.09492372141507
"3819","16926072","LOC101928255","101928255","uncharacterized LOC101928255",-0.78768888587379,3.52410127081987,-2.08039571494713,0.0592694835260548,0.139482547067754,-4.95513297097769
"3820","16926075","LOC101928284","101928284","uncharacterized LOC101928284",0.0321992784735303,3.36600743758039,0.0827729909798225,0.935378302453626,0.962587492868693,-6.9334210634463
"3821","16926105","ERVH48-1","90625","endogenous retrovirus group 48 member 1",0.489662851462638,3.26407749244051,1.36395967697503,0.197282224489182,0.336386897418715,-6.00966205073728
"3822","16926188","LINC01679","101928399","long intergenic non-protein coding RNA 1679",-0.144007350909258,4.23899224404102,-0.483824621881107,0.637101891386837,0.759994642009679,-6.81280343425777
"3823","16926260","AATBC","284837","apoptosis associated transcript in bladder cancer",0.708556597412163,3.14671544642619,2.08117625245876,0.0591872594050465,0.139338879028696,-4.95385285418919
"3824","16926353","LRRC3-DT","100861510","LRRC3 divergent transcript",0.56095280732125,3.91759427985544,2.11606938338836,0.0556185828050304,0.133176955915975,-4.89639957573608
"3825","16926386","KRTAP10-2","386679","keratin associated protein 10-2",0.202893332573011,3.14030818841578,0.540222075557672,0.598793822892465,0.730859461070751,-6.78250301146145
"3826","16926390","KRTAP10-3","386682","keratin associated protein 10-3",0.32130226587481,3.49088036544591,1.00446103239555,0.334716271284606,0.49426235750734,-6.41766006460136
"3827","16926393","KRTAP10-5","386680","keratin associated protein 10-5",-0.667375195683555,2.22006850086771,-2.17525041866265,0.0500233927719296,0.123094212580141,-4.7979739988172
"3828","16926402","KRTAP12-2","353323","keratin associated protein 12-2",0.300207725431653,3.32329934262355,1.10845793744455,0.289095612931692,0.445601612307652,-6.30986960672383
"3829","16926460","ITGB2","3689","integrin subunit beta 2",0.983440309133838,4.96906625664197,5.54138135342846,0.000121271147752273,0.00163332931145199,1.20313442860596
"3830","16926498","LINC01547","84536","long intergenic non-protein coding RNA 1547",0.00724790184740876,4.02511744298898,0.0280972228718071,0.978040239493985,0.986889246414725,-6.9366697984206
"3831","16926525","SSR4P1","728039","signal sequence receptor subunit 4 pseudogene 1",-0.321914955246208,4.10671721990727,-0.927788583993906,0.371557744048967,0.531951687520061,-6.49136389213529
"3832","16926754","S100B","6285","S100 calcium binding protein B",0.169520770481443,8.6942555163644,0.490588745329514,0.632446103226308,0.757461841869149,-6.80933824787055
"3833","16926778","TPTEP1","387590","TPTE pseudogene 1",0.18808242117372,4.41068557673953,0.593279992312313,0.563860441389743,0.70043452979885,-6.75110025605701
"3834","16926913","LINC00528","200298","long intergenic non-protein coding RNA 528",0.687394720232536,3.45621109410174,1.74098786288643,0.106890292262571,0.216689302139907,-5.48780842042269
"3835","16926917","LINC01634","100192420","long intergenic non-protein coding RNA 1634",-0.612252186361891,2.00365129701543,-1.8840084287243,0.0836777101189227,0.181416584046956,-5.26955945033002
"3836","16926932","TUBA8","51807","tubulin alpha 8",0.0188413720480312,3.44346283272667,0.0614490906429871,0.951999492836988,0.971639004632757,-6.93506903278207
"3837","16927021","DGCR9","25787","DiGeorge syndrome critical region gene 9",-0.147292109882409,1.79545798739992,-0.535481685365731,0.601968173881025,0.733509367432804,-6.7851726214767
"3838","16927025","DGCR11","25786","DiGeorge syndrome critical region gene 11",0.0236165501927683,5.60936625751875,0.0882518500926818,0.931112529547917,0.960000069637307,-6.9329190355955
"3839","16927049","LOC105372860","105372860","uncharacterized LOC105372860",-0.12791141535962,3.5601033429899,-0.389168918694357,0.703876898256514,0.810838330394953,-6.85640587697065
"3840","16927110","TBX1","6899","T-box transcription factor 1",0.0197033813948124,3.18288459459924,0.0556419514386841,0.956530369767731,0.974962911685354,-6.93543345449823
"3841","16927245","LINC00896","150197","long intergenic non-protein coding RNA 896",-0.147535153937982,3.75752120708882,-0.510924735702596,0.618547916979458,0.745976043571268,-6.79864233314104
"3842","16927365","TMEM191A","84222","transmembrane protein 191A (pseudogene)",-0.440407363055094,3.25537101565408,-1.74629275122784,0.105935359181036,0.215406261869968,-5.47989195235449
"3843","16927486","THAP7-AS1","439931","THAP7 antisense RNA 1",-1.22774616138611,5.1022521441731,-5.36195773250132,0.000162390216695254,0.00200851057491498,0.905238706071566
"3844","16927542","FAM230B","642633","family with sequence similarity 230 member B",-0.101950163729815,4.00967918461155,-0.400131856389023,0.695995865385866,0.804577089641427,-6.8518262001914
"3845","16927567","POM121L8P","29797","POM121 transmembrane nucleoporin like 8, pseudogene",0.241205589266958,3.57352837569117,0.655135809464609,0.524574129663809,0.670623231627718,-6.71100148903449
"3846","16927594","TMEM191C","645426","transmembrane protein 191C",0.113649860685501,5.14128832384296,0.244036243914704,0.811269461752779,0.887031083139462,-6.90524515089277
"3847","16927624","CCDC116","164592","coiled-coil domain containing 116",-0.469489012640482,2.96373500675568,-1.858662509282,0.0874251003646143,0.187380182540444,-5.30894308812986
"3848","16927684","MIR130B","406920","microRNA 130b",0.173502004990597,4.24962514195914,0.253722591787856,0.8039468584261,0.882986200708352,-6.90267360401593
"3849","16927696","IGLC1","3537","immunoglobulin lambda constant 1",0.783159293823491,4.27902921492729,1.98940452901446,0.0696177960301015,0.157634238774283,-5.10277044486133
"3850","16927718","BMS1P20","96610","BMS1 pseudogene 20",0.0605531394017458,5.44398558695707,0.183407065955235,0.857499719022036,0.918583431764637,-6.91908486106542
"3851","16927767","LL22NC03-63E9.3","648691","uncharacterized LOC648691",0.597360959376016,2.52040510529741,1.95386406316318,0.0740958396263633,0.165495799301246,-5.15954080769546
"3852","16927785","IGLL5","100423062","immunoglobulin lambda like polypeptide 5",2.4700188924645,8.11397201689166,9.64837651837054,4.70596177833916e-07,5.43249622832837e-05,6.81791118389164
"3853","16927790","IGLV3-25","28793","immunoglobulin lambda variable 3-25",3.80188936890776,5.66151268411224,8.29437724639111,2.36192569855917e-06,0.000127389107348519,5.20482116420837
"3854","16927810","IGKV@","3519","immunoglobulin kappa variable cluster",2.83369986983873,6.06491200095972,8.52725038577128,1.76583094774e-06,0.000109614789020087,5.49728617269595
"3855","16927955","LINC02556","102724679","long intergenic non-protein coding RNA 2556",-0.0576671735056307,3.43363426441099,-0.174209639802333,0.864565940537838,0.922393346683828,-6.92084349367403
"3856","16927985","RGL4","266747","ral guanine nucleotide dissociation stimulator like 4",-0.499751051186021,4.45089253027798,-1.75344234994158,0.104660413091068,0.213605929943929,-5.46919999989506
"3857","16928011","C22orf15","150248","chromosome 22 open reading frame 15",-0.566891892439771,4.23915559153876,-2.47178574190993,0.0291545184436363,0.0814525308945488,-4.28875627014996
"3858","16928124","LOC391322","391322","D-dopachrome tautomerase-like",-0.482933532314935,2.9034599262928,-1.58855879081294,0.137795149009369,0.26016989396891,-5.70887702351913
"3859","16928182","SUSD2","56241","sushi domain containing 2",0.00066716378497933,3.81784169866365,0.00364177234052872,0.99715332562619,0.998215256750393,-6.937085897248
"3860","16928282","SNRPD3","6634","small nuclear ribonucleoprotein D3 polypeptide",-0.498239384368794,8.97454702106494,-3.58910436582002,0.00364293231656909,0.0170003508106557,-2.24734282189374
"3861","16928293","GGT1","2678","gamma-glutamyltransferase 1",0.0735288588142704,3.60705631911897,0.228092701500853,0.823362646836216,0.894900266961067,-6.90926196968508
"3862","16928329","BCRP3","644165","BCR pseudogene 3",-0.390595052444108,1.88665760114111,-0.701281639653617,0.496322493585552,0.645833388012205,-6.67868066548274
"3863","16928339","SGSM1","129049","small G protein signaling modulator 1",-0.455445718328925,4.05574115642874,-1.71701696131143,0.111301639653666,0.22307791316513,-5.52339991787945
"3864","16928399","CRYBB2","1415","crystallin beta B2",-0.0253608312874896,2.48520625006768,-0.100784601382518,0.92136328837027,0.954434892549807,-6.93164989146084
"3865","16928428","GRK3","157","G protein-coupled receptor kinase 3",0.0124604615090123,6.14793714645451,0.063469713806684,0.950423353260143,0.97057107078602,-6.93493375866825
"3866","16928533","ASPHD2","57168","aspartate beta-hydroxylase domain containing 2",-1.15400316759918,5.55963017741612,-6.24695456565084,4.01897734892865e-05,0.000828992819935753,2.32989168238636
"3867","16928550","LOC100507599","100507599","uncharacterized LOC100507599",-1.97671523464394,4.66937125724011,-9.87485592443954,3.65569250368121e-07,4.76979341663808e-05,7.06818596839723
"3868","16928553","CRYBA4","1413","crystallin beta A4",0.393565109478084,3.12062996470862,1.26861923235349,0.228312665633635,0.375574334967329,-6.12727305663107
"3869","16928699","ZNRF3","84133","zinc and ring finger 3",-0.724416721583099,4.97519310080746,-2.98903223162843,0.0111436042486945,0.0388991596585727,-3.3567196290963
"3870","16928811","RFPL1","5988","ret finger protein like 1",0.254609492331405,1.83679696847752,0.968360532191795,0.351721148085661,0.511679229361851,-6.45298643476542
"3871","16928938","SEC14L2","23541","SEC14 like lipid binding 2",-1.1005746316761,5.94783743951079,-5.23551274261208,0.000200031812396752,0.00234200947610432,0.692595644506797
"3872","16929193","PIK3IP1-AS1","101929760","PIK3IP1 antisense RNA 1 (head to head)",-0.878801783179391,4.55435121302982,-2.61028836377617,0.0225728780933024,0.0673603346276326,-4.04347617214317
"3873","16929368","SLC5A1","6523","solute carrier family 5 member 1",0.264080103785201,2.47753635303605,1.05211338193407,0.313195834846637,0.471693429455452,-6.36936394667209
"3874","16929410","LOC339666","339666","uncharacterized LOC339666",0.5062856841334,2.62968509828171,1.55243235319237,0.146172924010632,0.271491432056417,-5.75936022595452
"3875","16929562","HMOX1","3162","heme oxygenase 1",0.64877791783911,6.56729514771346,4.16904557652102,0.00126450908243525,0.00822922195079012,-1.18205993733535
"3876","16929625","APOL5","80831","apolipoprotein L5",0.541625900734064,1.7817443008301,1.94942757607306,0.0746730782753291,0.166389724026978,-5.16659050767304
"3877","16929631","APOL1","8542","apolipoprotein L1",0.740043178490554,3.19248538316341,2.71068585097728,0.0187331819642707,0.058225950554984,-3.86340165788522
"3878","16929662","NCF4","4689","neutrophil cytosolic factor 4",1.21369451715044,6.59842771804707,4.66828001913666,0.000523644581631426,0.0044574144206142,-0.287631832233614
"3879","16929677","CSF2RB","1439","colony stimulating factor 2 receptor beta common subunit",1.15910929462744,5.59614317290803,4.66847472202831,0.000523467753032368,0.0044574144206142,-0.287288374221925
"3880","16929741","CYTH4","27128","cytohesin 4",0.660028207812172,4.47457054488018,2.81094181155723,0.0155415303567015,0.0503962653744226,-3.68200247202931
"3881","16929817","SH3BP1","23616","SH3 domain binding protein 1",0.702987793053689,4.0772279643454,3.07129879719703,0.00955491532859028,0.0347547500619812,-3.20545820361397
"3882","16930173","APOBEC3D","140564","apolipoprotein B mRNA editing enzyme catalytic subunit 3D",0.0345551333438454,7.21032457711556,0.0842799042757665,0.934204823662815,0.961920341339465,-6.93328618793904
"3883","16930348","GRAP2","9402","GRB2 related adaptor protein 2",0.525366949657677,3.80708992372982,2.80366279828545,0.0157539714118198,0.0508139695306355,-3.69521992397548
"3884","16930486","MCHR1","2847","melanin concentrating hormone receptor 1",-0.34426404507465,4.81269396859496,-1.70445500166417,0.113677432427285,0.226322997086697,-5.54193240758653
"3885","16930623","TEF","7008","TEF transcription factor, PAR bZIP family member",0.313832704793223,5.44213371833254,1.59853797206279,0.135555644388465,0.256973823127658,-5.69479812180113
"3886","16930758","CCDC134","79879","coiled-coil domain containing 134",-0.899183557701606,4.79122684457177,-3.55293947546089,0.00389507109637144,0.0177252613814774,-2.31430091031006
"3887","16930882","CYP2D6","1565","cytochrome P450 family 2 subfamily D member 6",-0.0804392900937021,5.12839166228869,-0.369938272066653,0.717787927572975,0.820685415018276,-6.86413937800119
"3888","16930918","SERHL2","253190","serine hydrolase like 2",-0.022774672039851,3.70880879985625,-0.0403721756810158,0.96845136756562,0.982561013759141,-6.93621927759065
"3889","16930938","RNU12","267010","RNA, U12 small nuclear",1.24923722311582,6.397252742893,6.43035230037281,3.05029723725857e-05,0.000696908188234771,2.61101530083081
"3890","16930947","BIK","638","BCL2 interacting killer",0.77516265161298,3.48150235713879,3.27141578589755,0.00657452976801815,0.0264267536194203,-2.83583445397159
"3891","16931068","PARVG","64098","parvin gamma",1.11530668653865,4.06061813304995,5.82222445201898,7.74862838197601e-05,0.00122268524588494,1.66021548836716
"3892","16931107","LINC01656","101927526","long intergenic non-protein coding RNA 1656",-0.00283982820161111,3.14756658721325,-0.00734505063491879,0.994258615854833,0.996530341557472,-6.93706408505283
"3893","16931310","LOC730668","730668","dynein heavy chain -like pseudogene",-0.0873021062914181,2.85695988008611,-0.268753804495108,0.792622242029631,0.875810974400499,-6.89848712418969
"3894","16931384","GTSE1","51512","G2 and S-phase expressed 1",-0.320933718504038,2.50457700088417,-1.28028684072806,0.224315624259498,0.37038815749749,-6.11322488952019
"3895","16931432","LOC105373075","105373075","uncharacterized LOC105373075",0.634428596011093,2.59187890973057,2.81460957148894,0.0154355608506688,0.0501560446406918,-3.67533983442589
